Name	YT Scope Project	
File	H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas0V.csv	
Starttime of export	133014769934170000	dinsdag 5 juli 2022	08:43:13.417
Endtime of export	133014770253842131	dinsdag 5 juli 2022	08:43:45.384


Name	AI_df1	Name	AI_df2	Name	AI_dPtie1
SymbolComment	frequency area 1	SymbolComment	frequency area 2	SymbolComment	tie-line power flow
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	61472	IndexGroup	61472
IndexOffset	385000	IndexOffset	385002	IndexOffset	385004
SymbolName	MAIN.AI_df1	SymbolName	MAIN.AI_df2	SymbolName	MAIN.AI_dPtie1
NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1
Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0

28520	-3	28520	0	28520	-14
28530	-3	28530	-2	28530	-13
28540	-5	28540	-4	28540	-13
28550	-3	28550	-4	28550	-13
28560	-3	28560	-3	28560	-13
28570	-4	28570	-2	28570	-14
28580	-2	28580	-4	28580	-15
28590	-3	28590	-3	28590	-13
28600	-4	28600	1	28600	-12
28610	-5	28610	0	28610	-14
28620	-5	28620	-3	28620	-15
28630	-3	28630	-3	28630	-15
28640	-3	28640	1	28640	-13
28650	-4	28650	-2	28650	-13
28660	-3	28660	-6	28660	-15
28670	-4	28670	-3	28670	-17
28680	-4	28680	0	28680	-15
28690	-5	28690	-2	28690	-14
28700	-5	28700	-3	28700	-17
28710	-4	28710	-4	28710	-17
28720	-4	28720	-3	28720	-14
28730	-3	28730	0	28730	-12
28740	-4	28740	-3	28740	-14
28750	-5	28750	-4	28750	-15
28760	-3	28760	-2	28760	-11
28770	-4	28770	-2	28770	-11
28780	-6	28780	-4	28780	-13
28790	-6	28790	-3	28790	-12
28800	-5	28800	-2	28800	-13
28810	-5	28810	-4	28810	-14
28820	-3	28820	-2	28820	-14
28830	-4	28830	0	28830	-14
28840	-4	28840	0	28840	-15
28850	-4	28850	0	28850	-17
28860	-2	28860	-2	28860	-14
28870	-3	28870	-2	28870	-12
28880	-5	28880	-2	28880	-12
28890	-6	28890	-2	28890	-14
28900	-4	28900	-4	28900	-15
28910	-2	28910	-3	28910	-15
28920	-3	28920	-3	28920	-14
28930	-4	28930	-5	28930	-13
28940	-6	28940	-3	28940	-13
28950	-5	28950	-4	28950	-14
28960	-4	28960	-5	28960	-15
28970	-5	28970	-2	28970	-17
28980	-5	28980	0	28980	-15
28990	-5	28990	0	28990	-14
29000	-4	29000	-4	29000	-15
29010	-4	29010	-3	29010	-18
29020	-4	29020	-3	29020	-15
29030	-4	29030	-3	29030	-14
29040	-4	29040	-3	29040	-15
29050	-4	29050	-3	29050	-13
29060	-5	29060	0	29060	-11
29070	-4	29070	-2	29070	-12
29080	-3	29080	-2	29080	-14
29090	-3	29090	-2	29090	-17
29100	-3	29100	-3	29100	-18
29110	-4	29110	-3	29110	-15
29120	-4	29120	-2	29120	-15
29130	-3	29130	-2	29130	-15
29140	-4	29140	-2	29140	-15
29150	-4	29150	0	29150	-13
29160	-4	29160	1	29160	-14
29170	-5	29170	0	29170	-15
29180	-5	29180	-3	29180	-13
29190	-4	29190	-5	29190	-13
29200	-4	29200	-6	29200	-13
29210	-5	29210	-4	29210	-14
29220	-5	29220	-4	29220	-17
29230	-5	29230	-4	29230	-17
29240	-6	29240	-2	29240	-15
29250	-5	29250	0	29250	-14
29260	-4	29260	0	29260	-13
29270	-2	29270	0	29270	-13
29280	-3	29280	0	29280	-13
29290	-5	29290	-3	29290	-14
29300	-5	29300	-3	29300	-12
29310	-4	29310	-3	29310	-12
29320	-4	29320	-3	29320	-12
29330	-5	29330	-4	29330	-13
29340	-5	29340	-5	29340	-14
29350	-5	29350	-4	29350	-15
29360	-4	29360	-2	29360	-15
29370	-3	29370	-3	29370	-15
29380	-3	29380	-5	29380	-13
29390	-4	29390	-4	29390	-11
29400	-6	29400	0	29400	-13
29410	-6	29410	-3	29410	-15
29420	-4	29420	-4	29420	-17
29430	-4	29430	-4	29430	-14
29440	-4	29440	-4	29440	-13
29450	-2	29450	-2	29450	-12
29460	0	29460	0	29460	-13
29470	-4	29470	-2	29470	-15
29480	-5	29480	-4	29480	-15
29490	-4	29490	-2	29490	-14
29500	-4	29500	1	29500	-14
29510	-4	29510	1	29510	-15
29520	-4	29520	0	29520	-15
29530	-4	29530	-2	29530	-14
29540	-4	29540	-3	29540	-15
29550	-4	29550	-4	29550	-17
29560	-4	29560	-4	29560	-15
29570	-4	29570	-3	29570	-14
29580	-5	29580	-3	29580	-14
29590	-3	29590	-5	29590	-17
29600	-3	29600	-5	29600	-15
29610	-5	29610	-3	29610	-15
29620	-3	29620	-2	29620	-17
29630	-5	29630	-2	29630	-18
29640	-5	29640	-2	29640	-17
29650	-3	29650	-2	29650	-14
29660	-4	29660	-4	29660	-13
29670	-5	29670	-3	29670	-14
29680	-5	29680	-3	29680	-14
29690	-5	29690	-5	29690	-15
29700	-4	29700	-3	29700	-17
29710	-3	29710	-3	29710	-15
29720	-4	29720	-3	29720	-15
29730	-6	29730	0	29730	-15
29740	-6	29740	1	29740	-15
29750	-4	29750	-3	29750	-15
29760	-3	29760	-3	29760	-14
29770	-4	29770	-3	29770	-12
29780	-5	29780	-3	29780	-13
29790	-5	29790	-2	29790	-14
29800	-4	29800	-2	29800	-14
29810	-2	29810	1	29810	-12
29820	-4	29820	1	29820	-13
29830	-6	29830	-2	29830	-15
29840	-5	29840	-3	29840	-15
29850	-5	29850	-4	29850	-15
29860	-5	29860	-3	29860	-17
29870	-5	29870	-3	29870	-14
29880	-4	29880	-3	29880	-13
29890	-4	29890	-3	29890	-15
29900	-4	29900	-2	29900	-17
29910	-4	29910	-5	29910	-15
29920	-5	29920	-4	29920	-13
29930	-4	29930	0	29930	-14
29940	-4	29940	0	29940	-15
29950	-4	29950	-3	29950	-15
29960	-4	29960	-3	29960	-14
29970	-4	29970	-3	29970	-12
29980	-5	29980	-4	29980	-12
29990	-5	29990	-2	29990	-12
30000	-3	30000	0	30000	-12
30010	-2	30010	-2	30010	-13
30020	-3	30020	-3	30020	-13
30030	-5	30030	-3	30030	-15
30040	-6	30040	-2	30040	-15
30050	-5	30050	-2	30050	-13
30060	-4	30060	-3	30060	-13
30070	-4	30070	-3	30070	-14
30080	-3	30080	0	30080	-15
30090	-4	30090	-2	30090	-14
30100	-4	30100	-5	30100	-14
30110	-4	30110	-3	30110	-13
30120	-5	30120	-3	30120	-13
30130	-6	30130	-4	30130	-14
30140	-5	30140	-3	30140	-15
30150	-3	30150	0	30150	-15
30160	-3	30160	1	30160	-12
30170	-3	30170	0	30170	-12
30180	-3	30180	-2	30180	-17
30190	-4	30190	0	30190	-15
30200	-5	30200	0	30200	-12
30210	-5	30210	-2	30210	-12
30220	-5	30220	-2	30220	-13
30230	-4	30230	-3	30230	-14
30240	-4	30240	0	30240	-13
30250	-5	30250	0	30250	-13
30260	-3	30260	-2	30260	-14
30270	-2	30270	0	30270	-14
30280	-5	30280	-3	30280	-14
30290	-6	30290	-4	30290	-17
30300	-5	30300	-4	30300	-18
30310	-4	30310	-4	30310	-15
30320	-5	30320	-2	30320	-15
30330	-3	30330	0	30330	-15
30340	-2	30340	-2	30340	-15
30350	-2	30350	-2	30350	-14
30360	-4	30360	-2	30360	-14
30370	-5	30370	-3	30370	-15
30380	-3	30380	1	30380	-15
30390	-5	30390	-2	30390	-14
30400	-6	30400	-5	30400	-12
30410	-4	30410	-3	30410	-12
30420	-4	30420	-3	30420	-13
30430	-2	30430	-3	30430	-13
30440	-4	30440	-2	30440	-14
30450	-6	30450	-2	30450	-15
30460	-5	30460	-2	30460	-14
30470	-4	30470	-4	30470	-15
30480	-4	30480	-4	30480	-17
30490	-3	30490	-4	30490	-17
30500	-3	30500	-4	30500	-15
30510	-4	30510	-3	30510	-14
30520	-3	30520	-2	30520	-15
30530	-3	30530	-3	30530	-17
30540	-4	30540	-4	30540	-14
30550	-4	30550	-5	30550	-15
30560	-3	30560	-4	30560	-17
30570	-4	30570	-2	30570	-14
30580	-4	30580	-2	30580	-13
30590	-3	30590	-2	30590	-14
30600	-2	30600	-4	30600	-17
30610	-3	30610	-5	30610	-18
30620	-4	30620	-5	30620	-15
30630	-4	30630	-3	30630	-14
30640	-5	30640	0	30640	-14
30650	-5	30650	-2	30650	-15
30660	-4	30660	-3	30660	-14
30670	-4	30670	-2	30670	-13
30680	-4	30680	0	30680	-15
30690	-5	30690	0	30690	-15
30700	-4	30700	-2	30700	-15
30710	-4	30710	-5	30710	-17
30720	-4	30720	-7	30720	-15
30730	-3	30730	-4	30730	-13
30740	-4	30740	-4	30740	-14
30750	-5	30750	-5	30750	-14
30760	-5	30760	-3	30760	-14
30770	-5	30770	-5	30770	-18
30780	-5	30780	-4	30780	-18
30790	-4	30790	0	30790	-15
30800	-4	30800	-2	30800	-13
30810	-3	30810	-4	30810	-14
30820	-4	30820	-5	30820	-15
30830	-4	30830	-3	30830	-15
30840	-3	30840	-4	30840	-14
30850	-4	30850	-5	30850	-14
30860	-3	30860	-3	30860	-14
30870	-2	30870	-3	30870	-14
30880	-3	30880	-3	30880	-14
30890	-5	30890	-2	30890	-15
30900	-5	30900	-3	30900	-13
30910	-3	30910	-3	30910	-14
30920	-3	30920	-2	30920	-17
30930	-4	30930	-4	30930	-15
30940	-5	30940	-3	30940	-15
30950	-6	30950	-2	30950	-13
30960	-5	30960	-5	30960	-12
30970	-4	30970	-4	30970	-13
30980	-5	30980	-2	30980	-17
30990	-4	30990	-2	30990	-15
31000	-3	31000	-2	31000	-12
31010	-4	31010	-3	31010	-12
31020	-5	31020	-3	31020	-14
31030	-4	31030	-3	31030	-14
31040	-4	31040	-2	31040	-13
31050	-4	31050	0	31050	-13
31060	-4	31060	-3	31060	-14
31070	-3	31070	-4	31070	-13
31080	-4	31080	-4	31080	-12
31090	-4	31090	-3	31090	-15
31100	-5	31100	-2	31100	-14
31110	-5	31110	-3	31110	-14
31120	-5	31120	-4	31120	-15
31130	-5	31130	-3	31130	-14
31140	-4	31140	-3	31140	-13
31150	-4	31150	-4	31150	-14
31160	-4	31160	-4	31160	-14
31170	-3	31170	-3	31170	-13
31180	-2	31180	0	31180	-13
31190	-4	31190	0	31190	-14
31200	-5	31200	-5	31200	-17
31210	-4	31210	-4	31210	-15
31220	-4	31220	-3	31220	-14
31230	-3	31230	-4	31230	-14
31240	-4	31240	-3	31240	-15
31250	-5	31250	-2	31250	-14
31260	-4	31260	-4	31260	-14
31270	-4	31270	-3	31270	-14
31280	-4	31280	-2	31280	-14
31290	-3	31290	-2	31290	-14
31300	-4	31300	-2	31300	-15
31310	-4	31310	-3	31310	-15
31320	-3	31320	-4	31320	-15
31330	-4	31330	-3	31330	-14
31340	-4	31340	-3	31340	-14
31350	-4	31350	-3	31350	-15
31360	-4	31360	-3	31360	-15
31370	-5	31370	-3	31370	-15
31380	-4	31380	-2	31380	-14
31390	-4	31390	0	31390	-15
31400	-4	31400	-2	31400	-15
31410	-4	31410	-2	31410	-15
31420	-4	31420	-3	31420	-15
31430	-6	31430	-4	31430	-14
31440	-6	31440	-3	31440	-14
31450	-4	31450	-2	31450	-15
31460	-4	31460	-3	31460	-14
31470	-5	31470	-2	31470	-15
31480	-6	31480	-2	31480	-14
31490	-6	31490	-3	31490	-14
31500	-4	31500	-2	31500	-15
31510	-3	31510	-3	31510	-14
31520	-4	31520	-4	31520	-15
31530	-4	31530	-2	31530	-15
31540	-3	31540	0	31540	-13
31550	-3	31550	-2	31550	-14
31560	-3	31560	-2	31560	-14
31570	-3	31570	0	31570	-14
31580	-3	31580	-3	31580	-15
31590	-4	31590	-4	31590	-15
31600	-4	31600	-2	31600	-15
31610	-3	31610	0	31610	-14
31620	-3	31620	0	31620	-14
31630	-3	31630	-2	31630	-14
31640	-5	31640	-3	31640	-15
31650	-6	31650	-2	31650	-15
31660	-6	31660	-3	31660	-15
31670	-4	31670	-5	31670	-17
31680	-4	31680	-4	31680	-17
31690	-5	31690	-2	31690	-15
31700	-5	31700	0	31700	-15
31710	-5	31710	-2	31710	-15
31720	-4	31720	-2	31720	-13
31730	-4	31730	-2	31730	-15
31740	-4	31740	-3	31740	-15
31750	-5	31750	-4	31750	-15
31760	-3	31760	-4	31760	-14
31770	-3	31770	-4	31770	-13
31780	-6	31780	-5	31780	-14
31790	-5	31790	-5	31790	-13
31800	-4	31800	-4	31800	-13
31810	-3	31810	-3	31810	-13
31820	-3	31820	-2	31820	-14
31830	-3	31830	-2	31830	-14
31840	-3	31840	-3	31840	-13
31850	-4	31850	-3	31850	-14
31860	-4	31860	-3	31860	-15
31870	-4	31870	-4	31870	-15
31880	-4	31880	-4	31880	-14
31890	-4	31890	-4	31890	-14
31900	-4	31900	0	31900	-17
31910	-4	31910	0	31910	-15
31920	-3	31920	0	31920	-14
31930	-4	31930	-2	31930	-14
31940	-5	31940	-4	31940	-14
31950	-5	31950	-4	31950	-15
31960	-4	31960	-2	31960	-14
EOF
