Name	YT Scope Project	
File	H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas0V.csv	
Starttime of export	133014769934170000	dinsdag 5 juli 2022	08:43:13.417
Endtime of export	133014770253842131	dinsdag 5 juli 2022	08:43:45.384


Name	AI_df1	Name	AI_df2	Name	AI_dPtie1
SymbolComment	frequency area 1	SymbolComment	frequency area 2	SymbolComment	tie-line power flow
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	61472	IndexGroup	61472
IndexOffset	385000	IndexOffset	385002	IndexOffset	385004
SymbolName	MAIN.AI_df1	SymbolName	MAIN.AI_df2	SymbolName	MAIN.AI_dPtie1
NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1
Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0

13570	-4	13570	-4	13570	-17
13580	-3	13580	-4	13580	-15
13590	-3	13590	-2	13590	-14
13600	-5	13600	-2	13600	-15
13610	-6	13610	-3	13610	-15
13620	-5	13620	-5	13620	-14
13630	-5	13630	-4	13630	-14
13640	-5	13640	-3	13640	-13
13650	-5	13650	-4	13650	-15
13660	-4	13660	-3	13660	-17
13670	-3	13670	-3	13670	-14
13680	-4	13680	0	13680	-13
13690	-4	13690	1	13690	-14
13700	-4	13700	-2	13700	-14
13710	-3	13710	-3	13710	-13
13720	0	13720	-2	13720	-12
13730	-3	13730	-4	13730	-14
13740	-5	13740	-4	13740	-14
13750	-4	13750	-2	13750	-14
13760	-4	13760	-3	13760	-15
13770	-4	13770	-2	13770	-13
13780	-3	13780	-2	13780	-14
13790	-3	13790	-3	13790	-14
13800	-4	13800	-3	13800	-14
13810	-4	13810	1	13810	-15
13820	-4	13820	-3	13820	-15
13830	-4	13830	-4	13830	-14
13840	-4	13840	-4	13840	-13
13850	-4	13850	-3	13850	-14
13860	-4	13860	-2	13860	-14
13870	-4	13870	-2	13870	-14
13880	-5	13880	-3	13880	-14
13890	-5	13890	0	13890	-15
13900	-4	13900	0	13900	-14
13910	-4	13910	-3	13910	-14
13920	-3	13920	-4	13920	-14
13930	-4	13930	-4	13930	-14
13940	-5	13940	-2	13940	-13
13950	-4	13950	-2	13950	-14
13960	-4	13960	-2	13960	-14
13970	-4	13970	1	13970	-13
13980	-4	13980	-2	13980	-14
13990	-3	13990	-3	13990	-14
14000	-3	14000	-2	14000	-15
14010	-5	14010	-2	14010	-15
14020	-4	14020	-3	14020	-15
14030	-4	14030	-2	14030	-15
14040	-5	14040	0	14040	-15
14050	-5	14050	-3	14050	-15
14060	-5	14060	-3	14060	-14
14070	-4	14070	-2	14070	-12
14080	-5	14080	-4	14080	-13
14090	-5	14090	-4	14090	-14
14100	-4	14100	0	14100	-13
14110	-5	14110	0	14110	-13
14120	-4	14120	-3	14120	-14
14130	-3	14130	1	14130	-12
14140	-4	14140	1	14140	-12
14150	-4	14150	0	14150	-13
14160	-4	14160	-2	14160	-11
14170	-4	14170	-3	14170	-13
14180	-4	14180	-3	14180	-14
14190	-4	14190	-4	14190	-13
14200	-4	14200	-2	14200	-12
14210	-3	14210	-3	14210	-13
14220	-4	14220	-2	14220	-15
14230	-4	14230	-3	14230	-14
14240	-4	14240	-4	14240	-13
14250	-3	14250	0	14250	-14
14260	-2	14260	-2	14260	-14
14270	-4	14270	-3	14270	-14
14280	-4	14280	-3	14280	-14
14290	-3	14290	-2	14290	-14
14300	-2	14300	1	14300	-15
14310	-3	14310	-2	14310	-15
14320	-5	14320	-3	14320	-14
14330	-4	14330	-2	14330	-13
14340	-3	14340	0	14340	-12
14350	-4	14350	0	14350	-12
14360	-4	14360	-4	14360	-17
14370	-4	14370	-3	14370	-19
14380	-4	14380	-3	14380	-17
14390	-4	14390	-2	14390	-15
14400	-4	14400	0	14400	-15
14410	-4	14410	-2	14410	-13
14420	-3	14420	0	14420	-12
14430	-3	14430	0	14430	-14
14440	-4	14440	0	14440	-15
14450	-5	14450	-2	14450	-15
14460	-4	14460	-2	14460	-15
14470	-4	14470	-2	14470	-14
14480	-5	14480	-3	14480	-13
14490	-4	14490	-4	14490	-15
14500	-4	14500	-3	14500	-15
14510	-4	14510	-2	14510	-12
14520	-4	14520	0	14520	-13
14530	-4	14530	-3	14530	-15
14540	-3	14540	-3	14540	-17
14550	-3	14550	-2	14550	-17
14560	-3	14560	-4	14560	-14
14570	-4	14570	-3	14570	-13
14580	-5	14580	-2	14580	-15
14590	-5	14590	-3	14590	-15
14600	-4	14600	-3	14600	-14
14610	-3	14610	-2	14610	-14
14620	-3	14620	-2	14620	-13
14630	-4	14630	-2	14630	-13
14640	-4	14640	-2	14640	-15
14650	-4	14650	1	14650	-14
14660	-4	14660	0	14660	-13
14670	-3	14670	-4	14670	-14
14680	-3	14680	-3	14680	-14
14690	-3	14690	1	14690	-12
14700	-3	14700	-2	14700	-14
14710	-4	14710	-4	14710	-18
14720	-4	14720	-3	14720	-15
14730	-5	14730	-3	14730	-14
14740	-5	14740	-2	14740	-17
14750	-3	14750	0	14750	-15
14760	-4	14760	1	14760	-17
14770	-4	14770	0	14770	-17
14780	-4	14780	-4	14780	-17
14790	-4	14790	-4	14790	-17
14800	-3	14800	-2	14800	-17
14810	-3	14810	-4	14810	-17
14820	-4	14820	-3	14820	-15
14830	-4	14830	-3	14830	-17
14840	-4	14840	-2	14840	-15
14850	-5	14850	-4	14850	-15
14860	-5	14860	-4	14860	-13
14870	-3	14870	0	14870	-12
14880	-3	14880	-2	14880	-13
14890	-5	14890	-3	14890	-13
14900	-5	14900	-2	14900	-13
14910	-5	14910	-3	14910	-13
14920	-5	14920	-3	14920	-15
14930	-4	14930	-2	14930	-14
14940	-4	14940	-5	14940	-14
14950	-4	14950	-4	14950	-13
14960	-4	14960	-3	14960	-12
14970	-4	14970	-4	14970	-14
14980	-3	14980	-3	14980	-15
14990	-4	14990	-2	14990	-15
15000	-5	15000	0	15000	-17
15010	-5	15010	-3	15010	-18
15020	-3	15020	-4	15020	-18
15030	-3	15030	-3	15030	-17
15040	-3	15040	-3	15040	-14
15050	-3	15050	-2	15050	-14
15060	-4	15060	-2	15060	-14
15070	-5	15070	0	15070	-17
15080	-6	15080	0	15080	-17
15090	-5	15090	-2	15090	-17
15100	-4	15100	-3	15100	-17
15110	-4	15110	-3	15110	-14
15120	-4	15120	0	15120	-13
15130	-4	15130	-3	15130	-15
15140	-5	15140	-3	15140	-15
15150	-5	15150	0	15150	-14
15160	-5	15160	-2	15160	-17
15170	-5	15170	0	15170	-15
15180	-5	15180	-2	15180	-15
15190	-4	15190	-3	15190	-15
15200	-3	15200	0	15200	-13
15210	-2	15210	-2	15210	-13
15220	-5	15220	-4	15220	-14
15230	-6	15230	-4	15230	-14
15240	-4	15240	-4	15240	-14
15250	-3	15250	0	15250	-12
15260	-4	15260	2	15260	-12
15270	-4	15270	0	15270	-13
15280	-4	15280	-3	15280	-14
15290	-4	15290	-2	15290	-14
15300	-4	15300	-3	15300	-14
15310	-4	15310	-3	15310	-13
15320	-4	15320	-2	15320	-13
15330	-3	15330	1	15330	-13
15340	-4	15340	0	15340	-14
15350	-4	15350	0	15350	-13
15360	-5	15360	-2	15360	-13
15370	-5	15370	-2	15370	-14
15380	-5	15380	-2	15380	-14
15390	-4	15390	-2	15390	-12
15400	-4	15400	-3	15400	-11
15410	-3	15410	-3	15410	-13
15420	-4	15420	-4	15420	-13
15430	-4	15430	-4	15430	-11
15440	-4	15440	-3	15440	-12
15450	-3	15450	-3	15450	-13
15460	-2	15460	0	15460	-12
15470	-3	15470	1	15470	-12
15480	-5	15480	-2	15480	-12
15490	-4	15490	-3	15490	-13
15500	-5	15500	-4	15500	-14
15510	-5	15510	-3	15510	-15
15520	-4	15520	-2	15520	-14
15530	-4	15530	-3	15530	-13
15540	-4	15540	-3	15540	-13
15550	-4	15550	-4	15550	-14
15560	-4	15560	-5	15560	-14
15570	-4	15570	-3	15570	-14
15580	-3	15580	-2	15580	-15
15590	-3	15590	0	15590	-14
15600	-4	15600	-4	15600	-13
15610	-3	15610	-4	15610	-14
15620	-2	15620	-2	15620	-14
15630	-3	15630	-3	15630	-14
15640	-4	15640	-4	15640	-15
15650	-3	15650	-5	15650	-15
15660	-3	15660	-4	15660	-15
15670	-3	15670	0	15670	-14
15680	-3	15680	1	15680	-13
15690	-4	15690	-3	15690	-13
15700	-5	15700	-4	15700	-12
15710	-5	15710	-3	15710	-12
15720	-5	15720	-3	15720	-13
15730	-4	15730	-3	15730	-14
15740	-2	15740	-3	15740	-17
15750	-3	15750	-3	15750	-15
15760	-3	15760	-2	15760	-14
15770	-4	15770	-2	15770	-14
15780	-4	15780	-3	15780	-14
15790	-3	15790	-2	15790	-12
15800	-3	15800	0	15800	-14
15810	-4	15810	0	15810	-15
15820	-4	15820	1	15820	-14
15830	-3	15830	1	15830	-13
15840	-3	15840	0	15840	-14
15850	-3	15850	-3	15850	-15
15860	-4	15860	-3	15860	-14
15870	-6	15870	-3	15870	-13
15880	-4	15880	-4	15880	-13
15890	-3	15890	-5	15890	-13
15900	-3	15900	-4	15900	-13
15910	-3	15910	0	15910	-13
15920	-4	15920	-2	15920	-14
15930	-4	15930	-3	15930	-14
15940	-4	15940	-2	15940	-14
15950	-5	15950	-2	15950	-13
15960	-4	15960	-2	15960	-13
15970	-3	15970	-3	15970	-12
15980	-3	15980	-2	15980	-13
15990	-4	15990	0	15990	-13
16000	-4	16000	-2	16000	-12
16010	-4	16010	-4	16010	-14
16020	-3	16020	-3	16020	-14
16030	-3	16030	0	16030	-15
16040	-4	16040	0	16040	-15
16050	-3	16050	0	16050	-13
16060	-3	16060	0	16060	-14
16070	-5	16070	-2	16070	-15
16080	-4	16080	-2	16080	-14
16090	-3	16090	-4	16090	-13
16100	-4	16100	-4	16100	-14
16110	-4	16110	-3	16110	-15
16120	-3	16120	-5	16120	-17
16130	-3	16130	-5	16130	-15
16140	-3	16140	-4	16140	-14
16150	-3	16150	-2	16150	-12
16160	-4	16160	-2	16160	-11
16170	-5	16170	-2	16170	-12
16180	-5	16180	1	16180	-12
16190	-3	16190	-2	16190	-12
16200	-3	16200	-5	16200	-14
16210	-4	16210	-4	16210	-15
16220	-4	16220	-2	16220	-14
16230	-4	16230	-2	16230	-15
16240	-5	16240	0	16240	-14
16250	-4	16250	1	16250	-13
16260	-4	16260	-2	16260	-13
16270	-5	16270	-3	16270	-15
16280	-5	16280	0	16280	-15
16290	-4	16290	1	16290	-14
16300	-4	16300	0	16300	-15
16310	-5	16310	-2	16310	-17
16320	-4	16320	-4	16320	-17
16330	-3	16330	-5	16330	-17
16340	-4	16340	-3	16340	-14
16350	-4	16350	0	16350	-12
16360	-3	16360	0	16360	-14
16370	-4	16370	0	16370	-14
16380	-5	16380	0	16380	-14
16390	-5	16390	-3	16390	-15
16400	-5	16400	-3	16400	-14
16410	-4	16410	-2	16410	-13
16420	-4	16420	1	16420	-13
16430	-4	16430	1	16430	-15
16440	-4	16440	0	16440	-18
16450	-3	16450	-2	16450	-15
16460	-4	16460	-3	16460	-14
16470	-4	16470	-5	16470	-14
16480	-5	16480	-4	16480	-15
16490	-6	16490	-2	16490	-15
16500	-5	16500	-3	16500	-13
16510	-5	16510	-3	16510	-15
16520	-5	16520	-3	16520	-18
16530	-4	16530	-3	16530	-18
16540	-3	16540	-2	16540	-17
16550	-3	16550	-2	16550	-15
16560	-4	16560	-2	16560	-17
16570	-4	16570	0	16570	-15
16580	-5	16580	0	16580	-14
16590	-4	16590	1	16590	-13
16600	-4	16600	1	16600	-14
16610	-5	16610	0	16610	-14
16620	-5	16620	-2	16620	-15
16630	-5	16630	-2	16630	-17
16640	-4	16640	-2	16640	-12
16650	-3	16650	-2	16650	-12
16660	-5	16660	-2	16660	-14
16670	-6	16670	-4	16670	-15
16680	-6	16680	-5	16680	-17
16690	-4	16690	-3	16690	-15
16700	-3	16700	0	16700	-14
16710	-3	16710	-2	16710	-14
16720	-3	16720	-4	16720	-14
16730	-4	16730	-5	16730	-15
16740	-5	16740	-3	16740	-15
16750	-4	16750	-2	16750	-17
16760	-3	16760	-3	16760	-17
16770	-4	16770	-3	16770	-15
16780	-4	16780	-2	16780	-15
16790	-3	16790	-2	16790	-15
16800	-4	16800	-2	16800	-14
16810	-4	16810	-2	16810	-15
16820	-3	16820	-3	16820	-13
16830	-2	16830	-4	16830	-12
16840	-3	16840	-4	16840	-13
16850	-4	16850	-5	16850	-12
16860	-3	16860	-3	16860	-13
16870	-3	16870	-2	16870	-15
16880	-4	16880	-4	16880	-17
16890	-3	16890	-3	16890	-15
16900	-3	16900	-2	16900	-13
16910	-4	16910	-2	16910	-14
16920	-4	16920	-3	16920	-15
16930	-3	16930	-3	16930	-17
16940	-3	16940	-3	16940	-18
16950	-5	16950	-3	16950	-15
16960	-5	16960	-4	16960	-14
16970	-5	16970	-5	16970	-17
16980	-4	16980	-4	16980	-15
16990	-4	16990	-3	16990	-14
17000	-4	17000	-5	17000	-14
17010	-5	17010	-5	17010	-14
17020	-5	17020	-5	17020	-14
17030	-4	17030	-3	17030	-14
17040	-4	17040	0	17040	-14
17050	-5	17050	0	17050	-14
17060	-3	17060	0	17060	-14
17070	-3	17070	-3	17070	-13
17080	-5	17080	-4	17080	-14
17090	-5	17090	-5	17090	-15
17100	-4	17100	-5	17100	-17
17110	-4	17110	-4	17110	-14
17120	-3	17120	-2	17120	-13
17130	-4	17130	-2	17130	-15
17140	-5	17140	-2	17140	-13
17150	-4	17150	-2	17150	-11
17160	-3	17160	-4	17160	-12
17170	-4	17170	-4	17170	-14
17180	-4	17180	-4	17180	-15
17190	-4	17190	-3	17190	-15
17200	-5	17200	-3	17200	-14
17210	-5	17210	-3	17210	-13
17220	-4	17220	-3	17220	-11
17230	-4	17230	-6	17230	-11
17240	-4	17240	-7	17240	-13
17250	-3	17250	-4	17250	-14
17260	-3	17260	-2	17260	-13
17270	-3	17270	0	17270	-14
17280	-4	17280	1	17280	-15
17290	-4	17290	0	17290	-13
17300	-4	17300	-3	17300	-13
17310	-4	17310	-5	17310	-14
17320	-5	17320	-6	17320	-17
17330	-5	17330	-6	17330	-17
17340	-3	17340	-4	17340	-15
17350	-3	17350	-3	17350	-14
17360	-5	17360	-4	17360	-13
17370	-7	17370	-4	17370	-14
17380	-5	17380	-2	17380	-13
17390	-3	17390	-5	17390	-13
17400	-3	17400	-3	17400	-14
17410	-3	17410	0	17410	-14
17420	-3	17420	-4	17420	-14
17430	-4	17430	-4	17430	-14
17440	-4	17440	-4	17440	-13
17450	-5	17450	-2	17450	-13
17460	-5	17460	-2	17460	-13
17470	-4	17470	-3	17470	-13
17480	-3	17480	0	17480	-12
17490	-3	17490	0	17490	-12
17500	-3	17500	-4	17500	-14
17510	-3	17510	-3	17510	-13
17520	-3	17520	-2	17520	-12
17530	-2	17530	-2	17530	-14
17540	-4	17540	1	17540	-18
17550	-4	17550	1	17550	-17
17560	-4	17560	-3	17560	-13
17570	-5	17570	-5	17570	-13
17580	-5	17580	-4	17580	-17
17590	-5	17590	-2	17590	-15
17600	-3	17600	-4	17600	-14
17610	-2	17610	-4	17610	-13
17620	-3	17620	-2	17620	-13
17630	-3	17630	-3	17630	-13
17640	-3	17640	-3	17640	-14
17650	-3	17650	0	17650	-13
17660	-2	17660	-2	17660	-11
17670	-3	17670	-2	17670	-12
17680	-4	17680	-4	17680	-13
17690	-5	17690	-4	17690	-13
17700	-7	17700	-2	17700	-13
17710	-6	17710	-4	17710	-14
17720	-5	17720	-3	17720	-15
17730	-4	17730	0	17730	-14
17740	-3	17740	0	17740	-15
17750	-4	17750	0	17750	-15
17760	-3	17760	0	17760	-13
17770	-4	17770	-3	17770	-14
17780	-5	17780	-3	17780	-14
17790	-4	17790	0	17790	-12
17800	-4	17800	0	17800	-14
17810	-3	17810	0	17810	-18
17820	-3	17820	0	17820	-18
17830	-4	17830	-4	17830	-15
17840	-3	17840	-4	17840	-14
17850	-3	17850	-3	17850	-17
17860	-4	17860	0	17860	-15
17870	-2	17870	1	17870	-13
17880	-2	17880	-2	17880	-15
17890	-4	17890	-3	17890	-17
17900	-5	17900	-4	17900	-15
17910	-4	17910	-4	17910	-14
17920	-4	17920	-2	17920	-14
17930	-4	17930	-4	17930	-17
17940	-5	17940	-3	17940	-17
17950	-4	17950	1	17950	-17
17960	-3	17960	1	17960	-14
17970	-5	17970	-3	17970	-12
17980	-5	17980	-4	17980	-13
17990	-5	17990	-3	17990	-12
18000	-5	18000	0	18000	-10
18010	-4	18010	0	18010	-11
18020	-4	18020	-3	18020	-13
18030	-5	18030	-3	18030	-15
18040	-6	18040	-3	18040	-14
18050	-4	18050	-2	18050	-14
18060	-2	18060	0	18060	-15
18070	0	18070	0	18070	-14
18080	-2	18080	0	18080	-15
18090	-5	18090	0	18090	-15
18100	-5	18100	-3	18100	-14
18110	-4	18110	-2	18110	-15
18120	-5	18120	1	18120	-15
18130	-4	18130	-2	18130	-17
18140	-3	18140	-2	18140	-15
18150	-5	18150	-3	18150	-13
18160	-4	18160	-3	18160	-15
18170	-5	18170	-4	18170	-15
18180	-5	18180	-3	18180	-13
18190	-4	18190	0	18190	-13
18200	-5	18200	1	18200	-14
18210	-3	18210	1	18210	-14
18220	-3	18220	0	18220	-14
18230	-4	18230	-2	18230	-15
18240	-4	18240	0	18240	-17
18250	-3	18250	1	18250	-15
18260	-4	18260	0	18260	-14
18270	-5	18270	-2	18270	-15
18280	-4	18280	-3	18280	-14
18290	-4	18290	-4	18290	-13
18300	-5	18300	-3	18300	-15
18310	-5	18310	-6	18310	-18
18320	-3	18320	-5	18320	-14
18330	-3	18330	-3	18330	-14
18340	-4	18340	-3	18340	-13
18350	-4	18350	0	18350	-13
18360	-4	18360	-3	18360	-15
18370	-4	18370	-2	18370	-14
18380	-4	18380	0	18380	-14
18390	-5	18390	0	18390	-15
18400	-4	18400	-2	18400	-17
18410	-3	18410	-4	18410	-15
18420	-4	18420	-3	18420	-14
18430	-3	18430	-2	18430	-13
18440	-3	18440	-3	18440	-14
18450	-4	18450	-3	18450	-17
18460	-3	18460	0	18460	-17
18470	-3	18470	-3	18470	-15
18480	-4	18480	-5	18480	-17
18490	-4	18490	-3	18490	-14
18500	-4	18500	0	18500	-13
18510	-4	18510	-2	18510	-17
18520	-3	18520	-3	18520	-15
18530	-2	18530	-2	18530	-13
18540	-4	18540	-2	18540	-15
18550	-5	18550	-2	18550	-17
18560	-4	18560	0	18560	-12
18570	-3	18570	-3	18570	-13
18580	-4	18580	-2	18580	-15
18590	-5	18590	1	18590	-14
18600	-3	18600	-3	18600	-13
18610	-4	18610	-4	18610	-13
18620	-5	18620	1	18620	-12
18630	-4	18630	0	18630	-13
18640	-3	18640	-3	18640	-15
18650	0	18650	-3	18650	-13
18660	-2	18660	0	18660	-13
18670	-4	18670	0	18670	-14
18680	-5	18680	-4	18680	-17
18690	-3	18690	-5	18690	-15
18700	-2	18700	-3	18700	-12
18710	-4	18710	-2	18710	-12
18720	-3	18720	0	18720	-13
18730	-4	18730	0	18730	-14
18740	-3	18740	-2	18740	-15
18750	-3	18750	-2	18750	-15
18760	-4	18760	-3	18760	-12
18770	-4	18770	-5	18770	-12
18780	-4	18780	-5	18780	-14
18790	-5	18790	-3	18790	-14
18800	-4	18800	-2	18800	-13
18810	-3	18810	-4	18810	-15
18820	-3	18820	-4	18820	-15
18830	-5	18830	-4	18830	-13
18840	-5	18840	-3	18840	-14
18850	-4	18850	0	18850	-14
18860	-3	18860	-2	18860	-15
18870	-2	18870	-2	18870	-14
18880	-4	18880	0	18880	-14
18890	-5	18890	-2	18890	-15
18900	-5	18900	-4	18900	-15
18910	-5	18910	-3	18910	-14
18920	-4	18920	-2	18920	-13
18930	-3	18930	-3	18930	-11
18940	-4	18940	-3	18940	-13
18950	-4	18950	1	18950	-14
18960	-4	18960	1	18960	-13
18970	-4	18970	-2	18970	-14
18980	-3	18980	0	18980	-14
18990	-2	18990	1	18990	-13
19000	-3	19000	1	19000	-13
19010	-4	19010	1	19010	-14
19020	-4	19020	0	19020	-15
19030	-3	19030	-4	19030	-14
19040	-4	19040	-4	19040	-13
19050	-3	19050	-2	19050	-14
19060	-3	19060	-2	19060	-14
19070	-4	19070	-2	19070	-14
19080	-3	19080	-2	19080	-12
19090	-4	19090	-2	19090	-12
19100	-5	19100	-2	19100	-15
19110	-5	19110	-4	19110	-17
19120	-4	19120	-2	19120	-15
19130	-4	19130	0	19130	-17
19140	-5	19140	-2	19140	-17
19150	-5	19150	-2	19150	-15
19160	-4	19160	-4	19160	-15
19170	-4	19170	-6	19170	-15
19180	-4	19180	-5	19180	-14
19190	-3	19190	-4	19190	-15
19200	-4	19200	-4	19200	-14
19210	-5	19210	-4	19210	-14
19220	-5	19220	-3	19220	-14
19230	-4	19230	-2	19230	-13
19240	-2	19240	-2	19240	-14
19250	-4	19250	-3	19250	-15
19260	-5	19260	-3	19260	-15
19270	-5	19270	-2	19270	-17
19280	-4	19280	-2	19280	-15
19290	-3	19290	-2	19290	-15
19300	-5	19300	-3	19300	-13
19310	-5	19310	-2	19310	-12
19320	-3	19320	0	19320	-13
19330	-3	19330	-2	19330	-13
19340	-5	19340	-3	19340	-15
19350	-5	19350	-2	19350	-15
19360	-5	19360	0	19360	-13
19370	-5	19370	-2	19370	-14
19380	-4	19380	-5	19380	-15
19390	-3	19390	-4	19390	-13
19400	-4	19400	-4	19400	-12
19410	-6	19410	-4	19410	-12
19420	-5	19420	-3	19420	-13
19430	-4	19430	-2	19430	-14
19440	-3	19440	-2	19440	-15
19450	-4	19450	-3	19450	-17
19460	-6	19460	-3	19460	-17
19470	-4	19470	-2	19470	-15
19480	-4	19480	-4	19480	-15
19490	-5	19490	-4	19490	-15
19500	-5	19500	0	19500	-14
19510	-5	19510	-4	19510	-13
19520	-5	19520	-3	19520	-13
19530	-5	19530	0	19530	-14
19540	-5	19540	-2	19540	-15
19550	-5	19550	-2	19550	-15
19560	-5	19560	0	19560	-14
19570	-4	19570	2	19570	-13
19580	-3	19580	1	19580	-14
19590	-3	19590	-2	19590	-14
19600	-3	19600	-2	19600	-12
19610	-4	19610	-3	19610	-13
19620	-4	19620	-2	19620	-13
19630	-2	19630	0	19630	-12
19640	0	19640	-4	19640	-12
19650	-3	19650	-5	19650	-12
19660	-4	19660	-4	19660	-13
19670	-4	19670	-2	19670	-14
19680	-5	19680	0	19680	-13
19690	-4	19690	-2	19690	-13
19700	-3	19700	-2	19700	-14
19710	-4	19710	0	19710	-13
19720	-4	19720	0	19720	-12
19730	-4	19730	0	19730	-11
19740	-5	19740	2	19740	-12
19750	-5	19750	0	19750	-11
19760	-2	19760	-2	19760	-11
19770	1	19770	-2	19770	-13
19780	0	19780	-3	19780	-13
19790	-2	19790	-2	19790	-13
19800	-4	19800	0	19800	-12
19810	-5	19810	-2	19810	-12
19820	-4	19820	-2	19820	-11
19830	-4	19830	1	19830	-11
19840	-5	19840	0	19840	-15
19850	-5	19850	-2	19850	-17
19860	-3	19860	-2	19860	-13
19870	-3	19870	0	19870	-11
19880	-4	19880	0	19880	-13
19890	-3	19890	-3	19890	-13
19900	-3	19900	0	19900	-14
19910	-4	19910	0	19910	-13
19920	-3	19920	-4	19920	-14
19930	-3	19930	-2	19930	-14
19940	-4	19940	0	19940	-13
19950	-2	19950	-4	19950	-13
19960	-2	19960	-3	19960	-13
19970	-4	19970	-3	19970	-14
19980	-5	19980	-4	19980	-15
19990	-4	19990	-3	19990	-14
20000	-4	20000	-3	20000	-11
20010	-3	20010	-2	20010	-12
20020	-3	20020	-2	20020	-14
20030	-3	20030	-2	20030	-14
20040	-5	20040	-2	20040	-14
20050	-4	20050	-2	20050	-14
20060	-4	20060	-4	20060	-13
20070	-5	20070	-3	20070	-14
20080	-4	20080	1	20080	-14
20090	-4	20090	0	20090	-13
20100	-4	20100	-4	20100	-13
20110	-3	20110	-4	20110	-12
20120	-2	20120	-2	20120	-13
20130	-3	20130	-4	20130	-14
20140	-4	20140	-5	20140	-14
20150	-4	20150	-3	20150	-15
20160	-4	20160	0	20160	-17
20170	-3	20170	1	20170	-17
20180	-4	20180	0	20180	-15
20190	-4	20190	-3	20190	-15
20200	-4	20200	-3	20200	-13
20210	-5	20210	-3	20210	-12
20220	-4	20220	0	20220	-12
20230	-4	20230	0	20230	-13
20240	-4	20240	0	20240	-14
20250	-3	20250	0	20250	-14
20260	-4	20260	-2	20260	-14
20270	-5	20270	-3	20270	-13
20280	-4	20280	-4	20280	-14
20290	-3	20290	-3	20290	-14
20300	-3	20300	-3	20300	-13
20310	-4	20310	-3	20310	-15
20320	-3	20320	0	20320	-13
20330	-2	20330	1	20330	-12
20340	-3	20340	0	20340	-13
20350	-2	20350	0	20350	-14
20360	-3	20360	1	20360	-14
20370	-5	20370	1	20370	-13
20380	-4	20380	1	20380	-11
20390	-3	20390	1	20390	-13
20400	-3	20400	1	20400	-17
20410	-4	20410	-2	20410	-15
20420	-5	20420	-3	20420	-14
20430	-4	20430	-3	20430	-14
20440	-3	20440	0	20440	-14
20450	-4	20450	0	20450	-14
20460	-4	20460	-3	20460	-14
20470	-3	20470	-3	20470	-14
20480	-4	20480	-2	20480	-13
20490	-3	20490	0	20490	-12
20500	-2	20500	-2	20500	-14
20510	-4	20510	-3	20510	-15
20520	-5	20520	-3	20520	-15
20530	-5	20530	-4	20530	-14
20540	-4	20540	-3	20540	-13
20550	-3	20550	-3	20550	-12
20560	-4	20560	-4	20560	-12
20570	-4	20570	-2	20570	-14
20580	-4	20580	-2	20580	-15
20590	-5	20590	-2	20590	-15
20600	-5	20600	1	20600	-15
20610	-3	20610	-2	20610	-14
20620	-2	20620	-3	20620	-12
20630	-3	20630	-2	20630	-14
20640	-5	20640	-4	20640	-17
20650	-6	20650	-2	20650	-14
20660	-5	20660	0	20660	-12
20670	-4	20670	-2	20670	-13
20680	-3	20680	-3	20680	-14
20690	-2	20690	-3	20690	-15
20700	-2	20700	0	20700	-14
20710	-3	20710	1	20710	-14
20720	-4	20720	0	20720	-14
20730	-4	20730	-5	20730	-15
20740	-4	20740	-5	20740	-15
20750	-4	20750	-2	20750	-15
20760	-4	20760	-2	20760	-15
20770	-4	20770	-2	20770	-14
20780	-6	20780	-3	20780	-14
20790	-7	20790	-2	20790	-15
20800	-5	20800	0	20800	-14
20810	-2	20810	-2	20810	-12
20820	-2	20820	-3	20820	-13
20830	-3	20830	-3	20830	-13
20840	-4	20840	0	20840	-13
20850	-2	20850	0	20850	-13
20860	0	20860	0	20860	-14
20870	-4	20870	-3	20870	-15
20880	-3	20880	-4	20880	-15
20890	-4	20890	-4	20890	-15
20900	-4	20900	-3	20900	-15
20910	-5	20910	0	20910	-15
20920	-5	20920	-3	20920	-15
20930	-5	20930	-5	20930	-17
20940	-4	20940	0	20940	-15
20950	-3	20950	0	20950	-14
20960	-3	20960	-3	20960	-15
20970	-4	20970	-3	20970	-14
20980	-4	20980	-2	20980	-14
20990	-4	20990	-2	20990	-14
21000	-5	21000	-2	21000	-14
21010	-4	21010	-2	21010	-14
21020	-3	21020	-2	21020	-14
21030	-4	21030	-2	21030	-14
21040	-3	21040	-2	21040	-15
21050	-3	21050	1	21050	-14
